dt_iso,temp,humidity,wind_speed,clouds_all,pressure,dew_point
2019-01-02 09:00:00 +0000 UTC,279.21,85,6.2,100,1012,276.88
2019-01-02 10:00:00 +0000 UTC,279.35,83,5.14,100,1011,276.68
2019-01-02 11:00:00 +0000 UTC,279.3,87,5.14,100,1011,277.3
2019-01-02 12:00:00 +0000 UTC,279.32,80,5.14,40,1010,276.13
2019-01-02 13:00:00 +0000 UTC,279.77,75,4.63,100,1010,275.66
2019-01-02 14:00:00 +0000 UTC,279.91,76,4.12,100,1010,275.98
2019-01-02 15:00:00 +0000 UTC,279.33,75,4.12,100,1011,275.24
2019-01-02 16:00:00 +0000 UTC,279.46,74,3.1,75,1011,275.17
2019-01-02 17:00:00 +0000 UTC,279.41,74,3.6,75,1011,275.12
2019-01-02 18:00:00 +0000 UTC,279.38,74,3.6,75,1011,275.1
2019-01-02 19:00:00 +0000 UTC,279.05,75,2.6,75,1011,274.96
2019-01-02 20:00:00 +0000 UTC,279.8,71,2.6,75,1011,274.92
2019-01-02 21:00:00 +0000 UTC,279.69,69,3.1,75,1011,274.42
2019-01-02 22:00:00 +0000 UTC,279.8,64,3.1,75,1011,273.48
2019-01-02 23:00:00 +0000 UTC,279.08,75,3.6,75,1011,274.99
2019-01-03 00:00:00 +0000 UTC,279.15,76,2.6,75,1012,275.25
2019-01-03 01:00:00 +0000 UTC,278.98,79,3.6,75,1012,275.62
2019-01-03 02:00:00 +0000 UTC,278.19,85,5.7,75,1012,275.88
2019-01-03 03:00:00 +0000 UTC,278.13,82,3.1,40,1012,275.32
2019-01-03 04:00:00 +0000 UTC,278.12,87,5.14,75,1012,276.14
2019-01-03 05:00:00 +0000 UTC,277.97,81,4.12,75,1013,274.99
2019-01-03 06:00:00 +0000 UTC,277.72,81,6.7,100,1013,274.75
2019-01-03 07:00:00 +0000 UTC,278.32,79,3.6,100,1013,274.98
2019-01-03 08:00:00 +0000 UTC,278.52,78,5.14,75,1014,275.0
2019-01-03 09:00:00 +0000 UTC,279.01,76,5.14,40,1013,275.11
2019-01-03 10:00:00 +0000 UTC,279.5,73,5.14,75,1012,275.02
2019-01-03 11:00:00 +0000 UTC,279.67,73,5.14,75,1012,275.19
2019-01-03 12:00:00 +0000 UTC,279.66,73,5.1,100,1012,275.18
2019-01-03 13:00:00 +0000 UTC,279.51,77,5.14,100,1011,275.78
2019-01-03 14:00:00 +0000 UTC,279.92,74,4.63,100,1010,275.62
2019-01-03 15:00:00 +0000 UTC,279.58,77,7.2,100,1009,275.85
2019-01-03 16:00:00 +0000 UTC,278.91,85,7.2,100,1007,276.59
2019-01-03 17:00:00 +0000 UTC,278.67,86,7.72,75,1006,276.52
2019-01-03 18:00:00 +0000 UTC,279.12,82,7.2,100,1004,276.29
2019-01-03 19:00:00 +0000 UTC,279.45,78,6.2,100,1004,275.9
2019-01-03 20:00:00 +0000 UTC,278.05,87,8.8,100,1004,276.07
2019-01-03 21:00:00 +0000 UTC,278.06,86,6.7,75,1003,275.92
2019-01-03 22:00:00 +0000 UTC,278.15,86,7.2,75,1003,276.01
2019-01-03 23:00:00 +0000 UTC,278.19,91,6.2,75,1003,276.84
2019-01-04 00:00:00 +0000 UTC,278.13,89,7.72,75,1004,276.47
2019-01-04 01:00:00 +0000 UTC,277.33,92,8.8,75,1005,276.15
2019-01-04 02:00:00 +0000 UTC,277.26,86,10.8,100,1006,275.13
2019-01-04 03:00:00 +0000 UTC,276.62,88,11.32,100,1007,274.82
2019-01-04 04:00:00 +0000 UTC,276.16,86,12.9,100,1010,274.05
2019-01-04 05:00:00 +0000 UTC,276.22,87,12.9,100,1013,274.27
2019-01-04 06:00:00 +0000 UTC,276.03,83,10.3,100,1016,273.43
2019-01-04 07:00:00 +0000 UTC,276.12,81,8.23,75,1019,273.18
2019-01-04 08:00:00 +0000 UTC,276.29,85,5.14,75,1021,274.02
2019-01-04 09:00:00 +0000 UTC,276.34,81,6.2,75,1022,273.4
2019-01-04 10:00:00 +0000 UTC,276.14,86,6.2,75,1022,274.03
2019-01-04 11:00:00 +0000 UTC,277.15,75,6.2,75,1022,273.13
2019-01-04 12:00:00 +0000 UTC,277.28,70,6.7,75,1023,272.41
2019-01-04 13:00:00 +0000 UTC,276.96,67,5.7,75,1023,271.61
2019-01-04 14:00:00 +0000 UTC,276.92,66,7.2,75,1023,271.39
2019-01-04 15:00:00 +0000 UTC,276.2,68,7.2,40,1023,271.14
2019-01-04 16:00:00 +0000 UTC,276.22,65,7.2,40,1023,270.62
2019-01-04 17:00:00 +0000 UTC,276.17,67,6.7,75,1023,270.94
2019-01-04 18:00:00 +0000 UTC,276.32,67,7.72,40,1023,271.07
2019-01-04 19:00:00 +0000 UTC,276.92,62,6.7,75,1023,270.65
2019-01-04 20:00:00 +0000 UTC,276.91,66,7.72,75,1023,271.38
2019-01-04 21:00:00 +0000 UTC,276.04,75,8.23,75,1023,272.18
2019-01-04 22:00:00 +0000 UTC,276.09,74,7.2,75,1021,272.06
2019-01-04 23:00:00 +0000 UTC,276.72,67,6.7,75,1021,271.4
2019-01-05 00:00:00 +0000 UTC,276.82,67,7.72,40,1021,271.49
2019-01-05 01:00:00 +0000 UTC,276.06,81,7.72,75,1020,273.13
2019-01-05 02:00:00 +0000 UTC,276.06,81,7.2,75,1019,273.13
2019-01-05 03:00:00 +0000 UTC,276.07,81,7.2,75,1018,273.14
2019-01-05 04:00:00 +0000 UTC,276.07,81,8.8,75,1016,273.14
2019-01-05 05:00:00 +0000 UTC,276.06,86,8.23,75,1016,273.95
2019-01-05 06:00:00 +0000 UTC,277.21,79,7.7,40,1015,273.9
2019-01-05 07:00:00 +0000 UTC,277.32,82,7.2,75,1015,274.53
2019-01-05 08:00:00 +0000 UTC,276.63,88,7.72,75,1014,274.83
2019-01-05 09:00:00 +0000 UTC,276.65,87,7.2,75,1014,274.69
2019-01-05 10:00:00 +0000 UTC,276.73,87,7.2,75,1013,274.77
2019-01-05 11:00:00 +0000 UTC,276.57,87,7.2,75,1013,274.61
2019-01-05 12:00:00 +0000 UTC,276.32,88,6.2,75,1012,274.53
2019-01-05 13:00:00 +0000 UTC,276.74,87,5.14,75,1012,274.78
2019-01-05 14:00:00 +0000 UTC,276.69,83,5.7,75,1013,274.08
2019-01-05 15:00:00 +0000 UTC,276.62,86,6.7,75,1013,274.5
2019-01-05 16:00:00 +0000 UTC,276.15,87,6.2,75,1013,274.2
2019-01-05 17:00:00 +0000 UTC,276.83,82,5.7,75,1013,274.05
2019-01-05 18:00:00 +0000 UTC,276.85,85,5.7,75,1013,274.57
2019-01-05 19:00:00 +0000 UTC,276.86,82,5.14,75,1013,274.08
2019-01-05 20:00:00 +0000 UTC,276.14,87,5.7,75,1012,274.19
2019-01-05 21:00:00 +0000 UTC,275.97,87,5.14,75,1012,274.02
2019-01-05 22:00:00 +0000 UTC,276.14,87,6.2,75,1011,274.19
2019-01-05 23:00:00 +0000 UTC,276.06,87,4.63,75,1011,274.11
2019-01-06 00:00:00 +0000 UTC,277.05,79,3.1,40,1010,273.75
2019-01-06 01:00:00 +0000 UTC,276.7,78,5.7,75,1011,273.23
2019-01-06 02:00:00 +0000 UTC,276.01,87,6.2,75,1009,274.06
2019-01-06 03:00:00 +0000 UTC,275.84,86,5.14,75,1009,273.74
2019-01-06 04:00:00 +0000 UTC,276.01,82,5.7,75,1009,273.25
2019-01-06 05:00:00 +0000 UTC,276.02,76,6.69,75,1009,272.32
2019-01-06 06:00:00 +0000 UTC,276.07,76,5.14,40,1009,272.37
2019-01-06 07:00:00 +0000 UTC,276.22,75,6.2,75,1009,272.34
2019-01-06 08:00:00 +0000 UTC,276.25,74,6.2,75,1009,272.2
2019-01-06 09:00:00 +0000 UTC,277.06,69,6.2,40,1009,272.05
2019-01-06 10:00:00 +0000 UTC,277.19,68,3.6,75,1009,271.98
2019-01-06 11:00:00 +0000 UTC,277.04,69,3.1,75,1009,272.03
2019-01-06 12:00:00 +0000 UTC,277.09,68,2.1,40,1009,271.9
2019-01-06 13:00:00 +0000 UTC,276.96,69,5.14,75,1009,271.96
2019-01-06 14:00:00 +0000 UTC,276.86,66,4.12,75,1010,271.34
2019-01-06 15:00:00 +0000 UTC,276.14,70,4.12,20,1011,271.44
2019-01-06 16:00:00 +0000 UTC,275.57,73,3.1,40,1011,271.45
2019-01-06 17:00:00 +0000 UTC,275.48,72,4.12,40,1012,271.21
2019-01-06 18:00:00 +0000 UTC,275.23,69,3.1,40,1013,270.49
2019-01-06 19:00:00 +0000 UTC,275.39,72,6.2,75,1013,271.14
2019-01-06 20:00:00 +0000 UTC,274.6,84,6.2,75,1013,272.31
2019-01-06 21:00:00 +0000 UTC,274.41,85,7.2,75,1014,272.29
2019-01-06 22:00:00 +0000 UTC,274.37,85,6.2,75,1014,272.25
2019-01-06 23:00:00 +0000 UTC,274.55,85,6.2,75,1014,272.41
2019-01-07 00:00:00 +0000 UTC,274.15,86,5.14,75,1014,272.2
2019-01-07 01:00:00 +0000 UTC,274.31,90,6.7,75,1015,272.89
2019-01-07 02:00:00 +0000 UTC,275.11,82,5.7,100,1015,272.46
2019-01-07 02:00:00 +0000 UTC,275.11,82,5.7,100,1015,272.46
2019-01-07 03:00:00 +0000 UTC,274.6,75,7.2,100,1015,270.95
2019-01-07 04:00:00 +0000 UTC,274.98,70,7.2,75,1015,270.45
2019-01-07 05:00:00 +0000 UTC,274.77,75,6.7,75,1016,271.09
2019-01-07 06:00:00 +0000 UTC,274.68,74,7.2,75,1017,270.86
2019-01-07 07:00:00 +0000 UTC,274.75,74,5.14,75,1017,270.92
2019-01-07 08:00:00 +0000 UTC,274.97,75,5.7,75,1018,271.27
2019-01-07 09:00:00 +0000 UTC,275.7,66,6.2,75,1019,270.36
2019-01-07 10:00:00 +0000 UTC,275.52,70,7.2,75,1019,270.91
2019-01-07 11:00:00 +0000 UTC,275.99,65,7.2,75,1019,270.43
2019-01-07 12:00:00 +0000 UTC,275.87,60,7.2,75,1019,269.38
2019-01-07 13:00:00 +0000 UTC,275.95,59,7.2,75,1019,269.24
2019-01-07 14:00:00 +0000 UTC,275.33,65,7.2,75,1019,269.87
2019-01-07 15:00:00 +0000 UTC,274.51,80,7.72,40,1020,271.64
2019-01-07 16:00:00 +0000 UTC,273.83,81,6.7,75,1021,271.21
2019-01-07 17:00:00 +0000 UTC,274.32,79,7.2,75,1021,271.33
2019-01-07 18:00:00 +0000 UTC,274.25,79,6.2,40,1021,271.27
2019-01-07 19:00:00 +0000 UTC,273.57,87,6.7,75,1022,271.84
2019-01-07 20:00:00 +0000 UTC,274.23,75,7.72,75,1021,270.63
2019-01-07 21:00:00 +0000 UTC,273.46,81,9.3,40,1021,270.88
2019-01-07 22:00:00 +0000 UTC,273.38,85,8.8,75,1021,271.39
2019-01-07 23:00:00 +0000 UTC,273.26,85,9.3,75,1021,271.29
2019-01-08 00:00:00 +0000 UTC,273.37,84,10.3,40,1021,271.24
2019-01-08 01:00:00 +0000 UTC,273.22,86,9.3,75,1021,271.39
2019-01-08 02:00:00 +0000 UTC,273.22,86,8.23,75,1020,271.39
2019-01-08 03:00:00 +0000 UTC,273.35,78,9.3,40,1020,270.34
2019-01-08 04:00:00 +0000 UTC,273.2,76,9.8,40,1020,269.9
2019-01-08 05:00:00 +0000 UTC,273.38,74,9.3,40,1020,269.74
2019-01-08 06:00:00 +0000 UTC,273.45,71,10.3,20,1020,269.31
2019-01-08 07:00:00 +0000 UTC,273.95,68,9.3,40,1020,269.23
2019-01-08 08:00:00 +0000 UTC,273.97,73,8.23,40,1020,270.09
2019-01-08 09:00:00 +0000 UTC,274.13,74,9.3,40,1020,270.38
2019-01-08 10:00:00 +0000 UTC,274.71,66,9.3,75,1019,269.52
2019-01-08 11:00:00 +0000 UTC,275.03,63,8.8,40,1019,269.24
2019-01-08 11:00:00 +0000 UTC,275.03,63,8.8,40,1019,269.24
2019-01-08 12:00:00 +0000 UTC,274.76,61,8.23,20,1018,268.64
2019-01-08 13:00:00 +0000 UTC,274.57,64,6.7,40,1018,269.04
2019-01-08 14:00:00 +0000 UTC,274.03,64,5.7,40,1018,268.58
2019-01-08 15:00:00 +0000 UTC,273.31,67,4.63,20,1018,268.51
2019-01-08 16:00:00 +0000 UTC,272.65,76,3.1,20,1018,269.37
2019-01-08 17:00:00 +0000 UTC,272.46,76,4.12,20,1018,269.19
2019-01-08 18:00:00 +0000 UTC,271.55,79,3.1,20,1018,268.75
2019-01-08 19:00:00 +0000 UTC,272.09,79,2.1,0,1018,269.28
2019-01-08 20:00:00 +0000 UTC,272.16,78,2.6,75,1018,269.2
2019-01-08 21:00:00 +0000 UTC,272.07,78,2.6,40,1017,269.11
2019-01-08 22:00:00 +0000 UTC,272.1,79,2.1,40,1017,269.29
2019-01-08 23:00:00 +0000 UTC,272.23,78,2.1,40,1016,269.27
2019-01-09 00:00:00 +0000 UTC,273.49,72,2.1,20,1016,269.51
2019-01-09 01:00:00 +0000 UTC,274.68,70,5.7,40,1016,270.19
2019-01-09 02:00:00 +0000 UTC,275.05,63,8.8,40,1015,269.26
2019-01-09 03:00:00 +0000 UTC,274.63,67,8.23,20,1016,269.63
2019-01-09 04:00:00 +0000 UTC,274.9,61,9.3,40,1015,268.76
2019-01-09 05:00:00 +0000 UTC,274.98,64,8.8,75,1015,269.39
2019-01-09 06:00:00 +0000 UTC,275.12,61,8.23,40,1015,268.94
2019-01-09 07:00:00 +0000 UTC,275.75,65,9.3,40,1015,270.22
2019-01-09 08:00:00 +0000 UTC,276.54,59,10.3,75,1015,269.74
2019-01-09 09:00:00 +0000 UTC,276.94,63,9.8,40,1015,270.85
2019-01-09 10:00:00 +0000 UTC,278.07,58,9.8,0,1014,270.81
2019-01-09 11:00:00 +0000 UTC,278.63,57,9.8,0,1014,271.07
2019-01-09 12:00:00 +0000 UTC,279.43,55,8.75,40,1014,271.31
2019-01-09 13:00:00 +0000 UTC,279.02,57,9.8,0,1013,271.39
2019-01-09 14:00:00 +0000 UTC,279.78,54,9.3,0,1013,271.38
2019-01-09 15:00:00 +0000 UTC,279.56,57,8.23,40,1013,271.84
2019-01-09 16:00:00 +0000 UTC,279.29,58,8.8,75,1013,271.83
2019-01-09 17:00:00 +0000 UTC,279.18,59,8.8,75,1012,271.94
2019-01-09 18:00:00 +0000 UTC,279.27,60,5.7,40,1012,272.22
2019-01-09 19:00:00 +0000 UTC,279.77,55,7.2,75,1011,271.59
2019-01-09 20:00:00 +0000 UTC,279.78,54,8.23,75,1010,271.38
2019-01-09 21:00:00 +0000 UTC,279.76,55,7.72,40,1010,271.58
2019-01-09 22:00:00 +0000 UTC,280.11,55,8.23,75,1010,271.87
2019-01-09 23:00:00 +0000 UTC,280.19,59,8.23,75,1009,272.78
2019-01-10 00:00:00 +0000 UTC,280.63,60,6.7,40,1008,273.38
2019-01-10 01:00:00 +0000 UTC,282.34,56,10.3,75,1008,274.03
2019-01-10 02:00:00 +0000 UTC,283.08,54,6.2,75,1008,274.21
2019-01-10 03:00:00 +0000 UTC,282.91,56,9.3,75,1007,274.56
2019-01-10 04:00:00 +0000 UTC,283.37,56,8.8,75,1007,274.99
2019-01-10 05:00:00 +0000 UTC,283.25,59,7.72,75,1008,275.61
2019-01-10 06:00:00 +0000 UTC,283.54,58,9.8,40,1008,275.64
2019-01-10 07:00:00 +0000 UTC,283.94,58,10.8,75,1008,276.02
2019-01-10 08:00:00 +0000 UTC,284.37,60,9.3,75,1008,276.9
2019-01-10 09:00:00 +0000 UTC,284.92,57,8.23,40,1009,276.69
2019-01-10 10:00:00 +0000 UTC,284.81,65,6.2,75,1009,278.46
2019-01-10 11:00:00 +0000 UTC,285.14,65,7.72,75,1009,278.77
2019-01-10 12:00:00 +0000 UTC,285.47,63,7.72,40,1009,278.64
2019-01-10 13:00:00 +0000 UTC,286.05,63,7.72,75,1009,279.19
2019-01-10 14:00:00 +0000 UTC,285.99,63,4.63,75,1010,279.13
2019-01-10 15:00:00 +0000 UTC,285.78,63,6.7,40,1010,278.93
2019-01-10 16:00:00 +0000 UTC,285.89,59,7.72,75,1009,278.09
2019-01-10 17:00:00 +0000 UTC,286.03,61,6.2,75,1010,278.7
2019-01-10 18:00:00 +0000 UTC,285.98,62,8.75,40,1010,278.89
2019-01-10 19:00:00 +0000 UTC,284.99,72,8.23,75,1010,280.11
2019-01-10 20:00:00 +0000 UTC,285.75,63,11.32,75,1010,278.9
2019-01-10 21:00:00 +0000 UTC,285.49,65,10.8,75,1010,279.11
2019-01-10 22:00:00 +0000 UTC,284.82,68,11.32,75,1011,279.12
2019-01-10 23:00:00 +0000 UTC,284.82,69,8.23,75,1011,279.33
2019-01-11 00:00:00 +0000 UTC,285.03,67,9.3,75,1011,279.11
2019-01-11 01:00:00 +0000 UTC,285.31,67,12.9,75,1011,279.37
2019-01-11 02:00:00 +0000 UTC,284.51,75,10.3,75,1011,280.24
2019-01-11 03:00:00 +0000 UTC,284.56,69,9.3,75,1011,279.08
2019-01-11 04:00:00 +0000 UTC,284.53,69,10.3,75,1011,279.05
2019-01-11 05:00:00 +0000 UTC,283.61,80,11.32,75,1012,280.31
2019-01-11 06:00:00 +0000 UTC,282.85,85,10.3,75,1013,280.45
2019-01-11 07:00:00 +0000 UTC,282.32,90,5.7,75,1014,280.77
2019-01-11 08:00:00 +0000 UTC,282.94,86,6.2,75,1014,280.71
2019-01-11 09:00:00 +0000 UTC,282.73,87,8.23,40,1014,280.68
2019-01-11 10:00:00 +0000 UTC,282.41,91,8.23,75,1014,281.02
2019-01-11 11:00:00 +0000 UTC,282.17,90,7.72,75,1014,280.62
2019-01-11 12:00:00 +0000 UTC,281.96,90,7.2,75,1014,280.41
2019-01-11 13:00:00 +0000 UTC,281.39,87,4.63,75,1015,279.36
2019-01-11 14:00:00 +0000 UTC,280.35,91,3.6,75,1015,278.98
2019-01-11 15:00:00 +0000 UTC,280.64,87,3.1,40,1016,278.62
2019-01-11 16:00:00 +0000 UTC,280.04,92,2.6,75,1016,278.83
2019-01-11 17:00:00 +0000 UTC,280.1,92,3.6,75,1017,278.89
2019-01-11 18:00:00 +0000 UTC,279.97,88,3.6,75,1017,278.12
2019-01-11 19:00:00 +0000 UTC,280.25,87,4.12,75,1017,278.24
2019-01-11 20:00:00 +0000 UTC,279.51,87,5.7,75,1017,277.51
2019-01-11 21:00:00 +0000 UTC,278.96,87,5.7,40,1017,276.97
2019-01-11 22:00:00 +0000 UTC,278.97,87,5.7,75,1017,276.98
2019-01-11 23:00:00 +0000 UTC,278.92,87,5.14,75,1017,276.93
2019-01-12 00:00:00 +0000 UTC,278.51,85,5.14,40,1017,276.2
2019-01-12 01:00:00 +0000 UTC,278.04,87,6.2,75,1017,276.06
2019-01-12 02:00:00 +0000 UTC,278.04,87,6.2,75,1016,276.06
2019-01-12 03:00:00 +0000 UTC,277.94,86,6.7,75,1016,275.8
2019-01-12 04:00:00 +0000 UTC,277.97,87,6.7,75,1015,275.99
2019-01-12 05:00:00 +0000 UTC,278.02,87,6.7,75,1015,276.04
2019-01-12 06:00:00 +0000 UTC,278.23,84,5.7,100,1015,275.75
2019-01-12 07:00:00 +0000 UTC,278.34,83,4.63,100,1015,275.69
2019-01-12 08:00:00 +0000 UTC,278.32,83,6.2,100,1014,275.67
2019-01-12 09:00:00 +0000 UTC,277.78,86,5.7,100,1014,275.64
2019-01-12 10:00:00 +0000 UTC,277.93,83,6.2,100,1013,275.29
2019-01-12 11:00:00 +0000 UTC,278.24,83,5.14,100,1013,275.6
2019-01-12 12:00:00 +0000 UTC,277.06,87,7.2,100,1013,275.1
2019-01-12 13:00:00 +0000 UTC,277.4,87,6.7,75,1012,275.43
2019-01-12 14:00:00 +0000 UTC,276.85,87,7.2,100,1012,274.89
2019-01-12 15:00:00 +0000 UTC,276.82,86,7.72,100,1012,274.7
2019-01-12 16:00:00 +0000 UTC,276.86,86,8.23,75,1012,274.74
2019-01-12 17:00:00 +0000 UTC,276.82,86,7.2,75,1012,274.7
2019-01-12 18:00:00 +0000 UTC,277.35,84,6.2,75,1012,274.89
2019-01-12 19:00:00 +0000 UTC,277.74,82,4.63,75,1012,274.94
2019-01-12 20:00:00 +0000 UTC,276.99,87,7.2,75,1012,275.03
2019-01-12 21:00:00 +0000 UTC,276.86,87,7.2,75,1012,274.9
2019-01-12 22:00:00 +0000 UTC,277.04,87,6.2,75,1012,275.08
2019-01-12 23:00:00 +0000 UTC,276.99,86,6.2,75,1012,274.87
2019-01-13 00:00:00 +0000 UTC,276.1,82,6.7,40,1012,273.33
2019-01-13 01:00:00 +0000 UTC,276.7,72,7.2,75,1012,272.25
2019-01-13 02:00:00 +0000 UTC,276.09,70,7.72,75,1012,271.4
2019-01-13 03:00:00 +0000 UTC,276.41,68,6.7,75,1011,271.32
2019-01-13 04:00:00 +0000 UTC,276.01,71,7.2,75,1011,271.5
2019-01-13 05:00:00 +0000 UTC,276.7,70,5.7,75,1011,271.91
2019-01-13 06:00:00 +0000 UTC,277.05,67,4.63,75,1012,271.68
2019-01-13 07:00:00 +0000 UTC,277.19,68,4.63,75,1012,271.98
2019-01-13 08:00:00 +0000 UTC,277.44,64,5.14,75,1012,271.46
2019-01-13 09:00:00 +0000 UTC,277.13,69,5.7,75,1012,272.11
2019-01-13 10:00:00 +0000 UTC,277.83,67,5.14,75,1011,272.34
2019-01-13 11:00:00 +0000 UTC,277.18,70,6.2,75,1010,272.32
2019-01-13 12:00:00 +0000 UTC,277.73,70,4.12,75,1010,272.79
2019-01-13 13:00:00 +0000 UTC,278.33,66,3.1,75,1009,272.58
2019-01-13 14:00:00 +0000 UTC,277.72,68,1.54,75,1009,272.43
2019-01-13 15:00:00 +0000 UTC,277.19,74,4.12,75,1009,273.0
2019-01-13 16:00:00 +0000 UTC,277.2,70,3.1,75,1009,272.34
2019-01-13 17:00:00 +0000 UTC,277.43,68,2.6,75,1009,272.18
2019-01-13 18:00:00 +0000 UTC,277.39,70,2.1,75,1009,272.5
2019-01-13 19:00:00 +0000 UTC,277.7,67,2.6,75,1009,272.23
2019-01-13 20:00:00 +0000 UTC,277.09,75,2.1,75,1008,273.08
2019-01-13 21:00:00 +0000 UTC,276.79,76,1.54,75,1008,272.98
2019-01-13 22:00:00 +0000 UTC,277.17,76,1.03,75,1007,273.33
2019-01-13 23:00:00 +0000 UTC,277.74,83,1.03,0,1007,275.11
2019-01-14 00:00:00 +0000 UTC,276.81,80,1.54,20,1006,273.69
2019-01-14 01:00:00 +0000 UTC,277.1,81,1.03,40,1006,274.14
2019-01-14 02:00:00 +0000 UTC,277.04,86,2.6,75,1005,274.92
2019-01-14 03:00:00 +0000 UTC,277.63,77,5.7,40,1004,273.95
2019-01-14 04:00:00 +0000 UTC,278.13,75,4.63,40,1004,274.07
2019-01-14 05:00:00 +0000 UTC,278.18,74,3.6,75,1004,273.94
2019-01-14 06:00:00 +0000 UTC,278.62,71,3.6,40,1004,273.79
2019-01-14 07:00:00 +0000 UTC,278.79,74,3.1,75,1004,274.53
2019-01-14 08:00:00 +0000 UTC,279.59,67,3.6,75,1004,273.91
2019-01-14 09:00:00 +0000 UTC,280.16,70,4.63,40,1003,275.07
2019-01-14 10:00:00 +0000 UTC,280.98,69,6.2,40,1002,275.65
2019-01-14 11:00:00 +0000 UTC,281.09,69,6.7,75,1002,275.76
2019-01-14 12:00:00 +0000 UTC,281.3,71,6.7,40,1001,276.36
2019-01-14 13:00:00 +0000 UTC,281.89,69,6.7,40,1001,276.53
2019-01-14 14:00:00 +0000 UTC,281.3,73,5.14,40,1002,276.76
2019-01-14 15:00:00 +0000 UTC,281.05,74,4.12,40,1001,276.71
2019-01-14 16:00:00 +0000 UTC,280.8,75,3.6,75,1002,276.66
2019-01-14 17:00:00 +0000 UTC,280.62,75,3.6,75,1002,276.48
2019-01-14 18:00:00 +0000 UTC,280.62,76,3.6,40,1002,276.67
2019-01-14 19:00:00 +0000 UTC,281.04,80,2.6,40,1002,277.81
2019-01-14 20:00:00 +0000 UTC,280.94,81,2.6,75,1002,277.89
2019-01-14 21:00:00 +0000 UTC,280.84,79,2.1,75,1002,277.43
2019-01-14 22:00:00 +0000 UTC,280.91,86,1.03,75,1002,278.72
2019-01-14 23:00:00 +0000 UTC,280.67,86,1.03,75,1002,278.48
2019-01-15 00:00:00 +0000 UTC,280.37,83,2.1,75,1002,277.68
2019-01-15 01:00:00 +0000 UTC,279.53,91,0.51,75,1003,278.17
2019-01-15 02:00:00 +0000 UTC,279.15,86,2.1,75,1002,276.99
2019-01-15 03:00:00 +0000 UTC,278.87,86,2.1,75,1002,276.71
2019-01-15 04:00:00 +0000 UTC,278.92,87,2.1,75,1002,276.93
2019-01-15 05:00:00 +0000 UTC,279.49,78,2.1,75,1002,275.94
2019-01-15 06:00:00 +0000 UTC,279.6,77,4.12,40,1002,275.87
2019-01-15 07:00:00 +0000 UTC,279.41,79,3.6,75,1002,276.04
